time,open,high,low,close
2024-01-01 00:00:00,100.28885370390027,100.47296360826797,100.08355785641736,100.2955967829734
2024-01-01 01:00:00,100.38070222357457,100.55611663115641,100.30073537720126,100.45993892840619
2024-01-01 02:00:00,100.59580915232414,100.65956547388791,100.43580659809453,100.62557124581234
2024-01-01 03:00:00,101.08962585795345,101.23249782932797,100.96233006347296,101.07734715591998
2024-01-01 04:00:00,101.432439281931,101.47932071133911,101.1721647861021,101.42897849591326
2024-01-01 05:00:00,101.14221182666023,101.52175281032906,101.11061906174737,101.21135749290626
2024-01-01 06:00:00,101.40682807784786,101.46339528805524,101.3216849558802,101.46144712689235
2024-01-01 07:00:00,101.47132820802936,101.54947874052151,101.13272903409747,101.40340890525255
2024-01-01 08:00:00,101.42556069658332,101.47933486098712,101.39333825649757,101.4032225414959
2024-01-01 09:00:00,101.50873950075665,101.52250716615401,101.37645501426498,101.47982433680941
2024-01-01 10:00:00,101.502051630789,101.74000606294251,101.2533933848276,101.52891786238247
2024-01-01 11:00:00,101.90435955307139,102.0101894767583,101.66027525229926,101.79973746162285
2024-01-01 12:00:00,101.94448076326488,101.99170166916629,101.84340138650856,101.93850837982535
2024-01-01 13:00:00,101.96068634040316,102.1620819977423,101.79590738117525,101.90669268166762
2024-01-01 14:00:00,102.03740764290481,102.29879150215864,101.93962220686014,102.05658873129386
2024-01-01 15:00:00,102.10782542490576,102.3597594835453,102.02890873262041,102.20339832312064
2024-01-01 16:00:00,102.46568966254576,102.45425951136487,102.34678364055249,102.45526104074459
2024-01-01 17:00:00,102.28134397635041,102.59119779502643,102.29163033765674,102.35849378050071
2024-01-01 18:00:00,102.38889661227559,102.66296469590796,102.17090891079526,102.45321639415592
2024-01-01 19:00:00,102.34737725405654,102.53598825189515,101.9894364923477,102.32706597080482
2024-01-01 20:00:00,101.7279522318392,101.91915371027521,101.73709122962158,101.76767606018156
2024-01-01 21:00:00,101.84108504699637,102.03579232779481,101.67683996284306,101.9102477029848
2024-01-01 22:00:00,102.06198894686435,102.35988626495154,101.87302256118689,102.03479250580695
2024-01-01 23:00:00,101.8845034353405,102.16087204011603,101.73262776377317,101.97711045968741
2024-01-02 00:00:00,102.39051282465488,102.54348858543388,102.36601628448082,102.41336308938939
2024-01-02 01:00:00,102.0251795615286,102.18418127466556,102.00295997858686,102.05048726734496
2024-01-02 02:00:00,102.16910291576703,102.34771925553352,101.87031699570467,102.06334213967486
2024-01-02 03:00:00,101.99116457638807,102.19334200356663,101.90796903803115,102.0129370485341
2024-01-02 04:00:00,102.35906960034674,102.39107248724645,102.35610042603935,102.4324368725647
2024-01-02 05:00:00,102.65992972438518,102.79360996539309,102.49918401710417,102.58392571066477
2024-01-02 06:00:00,102.70044776753663,102.94971868756348,102.43378670445273,102.62359945344153
2024-01-02 07:00:00,102.76073034453457,102.8982453167072,102.50023459647464,102.70691128120049
2024-01-02 08:00:00,102.58591455564336,102.59050826743494,102.31661573663747,102.49538669409678
2024-01-02 09:00:00,102.18654411118055,102.373489826643,102.03184451401711,102.08707886460994
2024-01-02 10:00:00,102.1857459755013,102.41921080062625,101.98037152269339,102.04159432384584
2024-01-02 11:00:00,102.14546165564303,102.39690616863577,102.07842820494362,102.14268607527127
2024-01-02 12:00:00,102.44596738981757,102.58296111355462,102.13796645787511,102.5294398523615
2024-01-02 13:00:00,102.60165245791951,102.91258536536542,102.39830854672951,102.59457302499415
2024-01-02 14:00:00,102.56067939628066,102.80487484033978,102.30172787660145,102.58393279670142
2024-01-02 15:00:00,102.4938312664247,102.64993159155141,102.43255629602162,102.52892577480061
2024-01-02 16:00:00,102.3406527436991,102.46799527833818,102.26125831306658,102.26178644732961
2024-01-02 17:00:00,101.97729551091425,102.22601344804109,101.79709208477801,101.98771921135534
2024-01-02 18:00:00,101.63078544032898,101.91929941634884,101.39142621404199,101.65599940609115
2024-01-02 19:00:00,102.04772262548373,102.07297956691454,101.78055361655132,102.06536264244089
2024-01-02 20:00:00,101.95253604050447,102.18603736699954,101.79500676849138,101.97170387029573
2024-01-02 21:00:00,101.76086382075493,102.00023238152242,101.67334978381288,101.77658864373485
2024-01-02 22:00:00,101.57249823807277,101.81366184560945,101.58179791966393,101.67158649723413
2024-01-02 23:00:00,101.82642895032792,102.00031025197302,101.6883340130682,101.88249454759115
2024-01-03 00:00:00,101.43541209046141,101.609991356682,101.28681548591544,101.43518060762891
2024-01-03 01:00:00,101.39351143653226,101.4531471783051,101.14136205735993,101.42657793693449
2024-01-03 02:00:00,101.25501168163451,101.34935746034772,101.08125749243504,101.2447354123082
2024-01-03 03:00:00,101.3309066750648,101.32694180858981,101.12606743724203,101.27896549474627
2024-01-03 04:00:00,101.28868265454425,101.4085090902969,101.18505795233762,101.2443874046512
2024-01-03 05:00:00,100.99715463626266,101.25170430071476,100.67619624827532,100.99908569694715
2024-01-03 06:00:00,100.93794177052803,101.19853184412537,100.81222783363091,101.03283057554006
2024-01-03 07:00:00,101.04837420414798,101.16255830140032,100.99754124595293,101.05495833030399
2024-01-03 08:00:00,101.09763103548401,101.23421326784248,100.95723452733459,101.20922839669831
2024-01-03 09:00:00,101.16750364330223,101.21068040134284,100.96542799661701,101.122977334125
2024-01-03 10:00:00,100.94742458695829,101.15486945971908,100.9510014871356,100.98178094775803
2024-01-03 11:00:00,100.95349670930455,101.01022561839055,100.86101349929778,100.92147371832402
2024-01-03 12:00:00,100.87387203621823,101.00701288413956,100.51074638568234,100.78106613658687
